target_system	training_system	score	score_std
FEM_orbitrap_urine	LIFE_old	0.7492	0.0825
FEM_orbitrap_urine	LIFE_new	0.7654	0.0594
FEM_orbitrap_urine	FEM_long	0.8160	0.0684
FEM_orbitrap_urine	FEM_short	0.4814	0.1002
FEM_orbitrap_urine	FEM_orbitrap_plasma	0.8060	0.0575
FEM_orbitrap_urine	FEM_orbitrap_urine	0.8195	0.0547
FEM_orbitrap_urine	IPB_Halle	0.6813	0.0790
FEM_orbitrap_urine	RIKEN	0.7882	0.0773
FEM_orbitrap_urine	Eawag_XBridgeC18	0.7528	0.0000
FEM_orbitrap_urine	MPI_Symmetry	0.6332	0.0841
FEM_orbitrap_urine	MTBLS4	0.3987	0.0069
FEM_orbitrap_urine	MTBLS17	0.6283	0.0793
FEM_orbitrap_urine	MTBLS19	0.6879	0.0880
FEM_orbitrap_urine	MTBLS20	0.7572	0.0727
FEM_orbitrap_urine	MTBLS36	0.7216	0.0716
FEM_orbitrap_urine	MTBLS38	0.7890	0.0802
FEM_orbitrap_urine	MTBLS39	0.5049	0.0101
FEM_orbitrap_urine	UFZ_Phenomenex	0.7756	0.0660
FEM_orbitrap_urine	UniToyama_Atlantis	0.7071	0.1013
FEM_orbitrap_urine	MTBLS52	0.5106	0.0295
FEM_orbitrap_urine	FEM_lipids	0.6111	0.0955
